spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,x,y
1981,"José Raoul Capablanca to Sergey Sergeevich Prokofiev, [29 June 1922]","Box: 1; Folder: 1922, June","Binder III, page 194",29 June 1922,implied,José Raoul Capablanca,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,English,Postcard of 'Hotel Majestic'.,11.09309,47.5688
1983,"Iosif Vladimirovich Gessen to Sergey Sergeevich Prokofiev, 08 July 1922","Box: 1; Folder: 1922, July","Binder III, page 192",08 July 1922,exact,Iosif Vladimirovich Gessen,not_stated,Markgrafenstrasse 73,Berlin,,"Markgrafenstrasse 73, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,postcard,handwritten,Russian,,11.09309,47.5688
1988,"not_stated to Sergey Sergeevich Prokofiev, 08 July 1922","Box: 1; Folder: 1922, July","Binder III, page 202",08 July 1922,exact,not_stated,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,German,,11.09309,47.5688
1992,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 15 July 1922","Box: 1; Folder: 1922, July","Binder III, page 204",15 July 1922,exact,Ernest Alexandrovich Oeberg,not_stated,not_stated,Bad Kissingen,,Bad Kissingen,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,Full address: 'Sanatorium Villa Stella'.,11.09309,47.5688
1999,"not_stated to Sergey Sergeevich Prokofiev, 24 July 1922","Box: 1; Folder: 1922, July","Binder III, page 219",24 July 1922,exact,not_stated,not_stated,not_stated,Mannheim,,Mannheim,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,German,Printed letter-head: 'Der Intendant des Nationaltheaters Mannheim'.,11.09309,47.5688
2005,"Mr. Henry to Sergey Sergeevich Prokofiev, 04 August 1922","Box: 1; Folder: 1922, August","Binder III, page 229",04 August 1922,exact,Mr Henry,not_stated,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,11.09309,47.5688
2007,"not_stated to Sergey Sergeevich Prokofiev, 04 August 1922","Box: 1; Folder: 1922, August","Binder III, page 230",04 August 1922,exact,not_stated,not_stated,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,11.09309,47.5688
2012,"Dr. Kraetzer to Sergey Sergeevich Prokofiev, 12 August 1922","Box: 1; Folder: 1922, August","Binder III, page 238",12 August 1922,exact,Dr. Kraetzer,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,German,Card headed: 'Der Intendant des Nationaltheaters in Mannheim'.,11.09309,47.5688
2019,"Ibbs and Tillett to Sergey Sergeevich Prokofiev, 22 August 1922","Box: 1; Folder: 1922, August","Binder III, page 248",22 August 1922,exact,Ibbs and Tillett,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,11.09309,47.5688
2023,"Norbert Salter to Sergey Sergeevich Prokofiev, 24 August 1922","Box: 1; Folder: 1922, August","Binder III, page 254",24 August 1922,exact,Norbert Salter,not_stated,Augsburgerstrasse 52,Berlin,,"Augsburgerstrasse 52, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,11.09309,47.5688
2028,"Dr. Credkovsky to Sergey Sergeevich Prokofiev, 27 August 1922","Box: 1; Folder: 1922, August","Binder III, page 260",27 August 1922,exact,Dr. Credkovsky,not_stated,not_stated,Vienna,,Vienna,Sergey Sergeevich Prokofiev,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",original,postcard,handwritten,German,Signature appears to be 'Dr Credchovsky'. Postcard re-addressed to Ettal.,13.55052936,52.56720438
2029,"Norbert Salter to Sergey Sergeevich Prokofiev, 28 August 1922","Box: 1; Folder: 1922, August","Binder III, page 262",28 August 1922,exact,Norbert Salter,not_stated,Augsburgerstrasse 52,Berlin,,"Augsburgerstrasse 52, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,11.09309,47.5688
2036,"Norbert Salter to Sergey Sergeevich Prokofiev, 04 September 1922","Box: 1; Folder: 1922, September","Binder III, page 277",04 September 1922,exact,Norbert Salter,not_stated,Augsburgerstrasse 52,Berlin,,"Augsburgerstrasse 52, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,11.09309,47.5688
2044,"Norbert Salter to Sergey Sergeevich Prokofiev, 21 September 1922","Box: 1; Folder: 1922, September","Binder III, page 289",21 September 1922,exact,Norbert Salter,not_stated,Augsburgerstrasse 52,Berlin,,"Augsburgerstrasse 52, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,11.09309,47.5688
2054,"Alexei Fedorovich Staal to Sergey Sergeevich Prokofiev, 04 October 1922","Box: 1; Folder: 1922, October","Binder III, page 306",04 October 1922,exact,Alexei Fedorovich Staal,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,handwritten,Russian,,11.09309,47.5688
2055,"not_stated to Sergey Sergeevich Prokofiev, 07 October 1922","Box: 1; Folder: 1922, October","Binder III, page 310",07 October 1922,exact,not_stated,not_stated,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,French,,2.34144,48.85721
2056,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 07 October 1922","Box: 1; Folder: 1922, October","Binder III, page 313",07 October 1922,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Munich,,Munich,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,,11.09309,47.5688
2059,"Eleonora Alexandrovna Damskaya to Sergey Sergeevich Prokofiev, 07 October 1922","Box: 1; Folder: 1922, October","Binder III, page 312",07 October 1922,exact,Eleonora Alexandrovna Damskaya,not_stated,not_stated,Petrograd,,Petrograd,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,telegram,handwritten,German,,11.09309,47.5688
2061,"not_stated to Sergey Sergeevich Prokofiev, [09 October 1922]","Box: 1; Folder: 1922, October","Binder III, page 319",09 October 1922,implied,not_stated,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,No signature. Lina Prokofieva? 00 06 a.m.On train at Innsbruck.,11.09309,47.5688
2065,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 12 October 1922","Box: 1; Folder: 1922, October","Binder III, page 326",12 October 1922,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,,11.09309,47.5688
2066,"Alexei Fedorovich Staal to Sergey Sergeevich Prokofiev, 12 October 1922","Box: 1; Folder: 1922, October","Binder III, page 328",12 October 1922,exact,Alexei Fedorovich Staal,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,handwritten,Russian,,11.09309,47.5688
2069,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 03 November 1922","Box: 1; Folder: 1922, November","Binder III, page 333",03 November 1922,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Frankfurt,,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,postcard,handwritten,Russian,,11.09309,47.5688
2079,"Leona Spitzer to Sergey Sergeevich Prokofiev, 21 November 1922","Box: 1; Folder: 1922, November","Binder III, page 366",21 November 1922,exact,Leona Spitzer,not_stated,1400 Magnolia Avenue,Los Angeles,,"1400 Magnolia Avenue, Los Angeles",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,English,,11.09309,47.5688
2081,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, 22 November 1922","Box: 1; Folder: 1922, November","Binder III, page 372",22 November 1922,exact,Fitzhugh Haensel,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,typed,English,,11.09309,47.5688
2082,"Lina Prokofiev to Sergey Sergeevich Prokofiev, [22 November 1922]","Box: 1; Folder: 1922, November","Binder III, page 370",22 November 1922,implied,Lina Prokofiev,not_stated,not_stated,Milan,,Milan,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,,11.09309,47.5688
2088,"Evgenii Griunberg to Sergey Sergeevich Prokofiev, 27 November 1922","Box: 1; Folder: 1922, November","Binder III, page 383",27 November 1922,exact,Evgenii Griunberg,not_stated,Neue Promenade 6,Berlin,,"Neue Promenade 6, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,Russian,,11.09309,47.5688
2096,"Clerical assistant to Sergey Sergeevich Prokofiev, 11 December 1922","Box: 1; Folder: 1922, December","Binder III, page 400",11 December 1922,exact,Clerical assistant,Breitkopf & Hartel,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,"From ""Pr. l'Administrateur des concerts populaires."" Signature unidentifiable.",11.09309,47.5688
2102,"Evgenii Griunberg to Sergey Sergeevich Prokofiev, 13 December 1922","Box: 1; Folder: 1922, December","Binder III, page 408",13 December 1922,exact,Evgenii Griunberg,not_stated,Neue Promenade 6,Berlin,,"Neue Promenade 6, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,Russian,,11.09309,47.5688
2110,"Clerical assistant to Sergey Sergeevich Prokofiev, 29 December 1922","Box: 1; Folder: 1922, December","Binder III, page 417",29 December 1922,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,handwritten,English,"Letterhead is from ""Breitkopf and Hartel.",11.09309,47.5688
2115,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, 05 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 3",05 January 1923,exact,Fitzhugh Haensel,not_stated,33 West 42nd Street,New York,,"33 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,typed,English,,11.09309,47.5688
2117,"Evgenii Griunberg to Sergey Sergeevich Prokofiev, 08 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 5",08 January 1923,exact,Evgenii Griunberg,not_stated,Neue Promenade 6,Berlin,,"Neue Promenade 6, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,Russian,,11.09309,47.5688
2121,"Herman Schaad to Sergey Sergeevich Prokofiev, 08 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 11",08 January 1923,exact,Herman Schaad,not_stated,29 West 42nd Street,New York,,"29 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,11.09309,47.5688
2125,"not_stated to Sergey Sergeevich Prokofiev, 11 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 17",11 January 1923,exact,not_stated,not_stated,Augsburgerstrasse 52,Berlin,,"Augsburgerstrasse 52, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,"Letterhead is from ""Verlag / Die Schmiede / GMBH"" but the signature differs from previous signatures on letters from this business.",11.09309,47.5688
2130,"not_stated to Sergey Sergeevich Prokofiev, 15 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 25",15 January 1923,exact,not_stated,not_stated,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,"Letterhead is from ""La Lecture Universelle",11.09309,47.5688
2132,"A. Getteman to Sergey Sergeevich Prokofiev, 15 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 27",15 January 1923,exact,A. Getteman,not_stated,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,11.09309,47.5688
2134,"John H. Tillet to Sergey Sergeevich Prokofiev, 19 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 29",19 January 1923,exact,John H. Tillet,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,11.09309,47.5688
2138,"not_stated to Sergey Sergeevich Prokofiev, 22 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 35",22 January 1923,exact,not_stated,not_stated,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,"Letterhead is from ""La Lecture Universelle.",11.09309,47.5688
2140,"Manuel Clausells to Sergey Sergeevich Prokofiev, 25 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 38",25 January 1923,exact,Manuel Clausells,not_stated,Passatge de Sant Josep,Barcelona,,"Passatge de Sant Josep, Barcelona",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,typed,French,Signed by 'Manuel Clausells Mercaders 23 -1 1'.,11.09309,47.5688
2143,"C. M. Billings to Sergey Sergeevich Prokofiev, 27 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 42",27 January 1923,exact,C. M. Billings,not_stated,Fifth Avenue & 44th Street,New York,,"Fifth Avenue & 44th Street, New York",Sergey Sergeevich Prokofiev,not_stated,859 7 Avenue,New York,,"859 7 Avenue, New York",original,letter,typed,English,,-73.98086375,40.76433596
2147,"M. le Secretaire des Concerts Pasdeloups to Sergey Sergeevich Prokofiev, 29 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 43",29 January 1923,exact,M. le Secretaire des Concerts Pasdeloups,not_stated,6 Rue de Crussol,Paris,,"6 Rue de Crussol, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,typed,French,,11.09309,47.5688
2150,"not_stated to Sergey Sergeevich Prokofiev, 30 January 1923","Box: 1; Folder: 1923, January","Binder IV, page 45",30 January 1923,exact,not_stated,not_stated,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,"Letterhead from ""La Lecture Universelle.",11.09309,47.5688
2151,"not_stated to Sergey Sergeevich Prokofiev, 01 March 1923",not_stated,"Binder IV, page 46",01 March 1923,exact,not_stated,not_stated,171 Chaussée de Vleurgat,Brussels,,"171 Chaussée de Vleurgat, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,photocopy,letter,typed,French,"On verso of letter from ""La Lecture Universelle"" to Sergei Prokofiev dated January 30th",2.34144,48.85721
2155,"Evgenii Griunberg to Sergey Sergeevich Prokofiev, 02 February 1923","Box: 1; Folder: 1923, February","Binder IV, page 52",02 February 1923,exact,Evgenii Griunberg,not_stated,Neue Promenade 6,Berlin,,"Neue Promenade 6, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,Russian,,11.09309,47.5688
2158,"Clerical assistant to Sergey Sergeevich Prokofiev, 06 February 1923","Box: 1; Folder: 1923, February","Binder IV, page 56",06 February 1923,exact,Clerical assistant,"Sociedad Musical Daniel, S.A.",Los Madrazo 14,Madrid,,"Los Madrazo 14, Madrid",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,typed,French,,11.09309,47.5688
2169,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 February 1923","Box: 1; Folder: 1923, February","Binder IV, page 67",23 February 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,handwritten,English,,11.09309,47.5688
2174,"Director to Sergey Sergeevich Prokofiev, 01 March 1923","Box: 1; Folder: 1923, March","Binder IV, page 79",01 March 1923,exact,Director,"Société des Auteurs, Compositeurs et Éditeurs de Musique",10 Rue Chaptal,Paris,,"10 Rue Chaptal, Paris",Sergey Sergeevich Prokofiev,not_stated,11 Rue Scribe,Paris,,"11 Rue Scribe, Paris",original,letter,handwritten,French,,2.330767892,48.87212798
2175,"Herman Schaad to Sergey Sergeevich Prokofiev, 02 March 1923","Box: 1; Folder: 1923, March","Binder IV, page 81",02 March 1923,exact,Herman Schaad,not_stated,29 West 42nd Street,New York,,"29 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",original,letter,typed,English,,-0.1442972599,51.51380617
2181,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 16 March 1923","Box: 1; Folder: 1923, March","Binder IV, page 95",16 March 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,"c/o American Express, [rue Scribe]",Paris,France,"c/o American Express, Paris",original,letter,typed,French,,2.330535686,48.87153006
2185,"Vice President of ""Comite de Secours Immediats aux Refugies Civils de Russie"" to Sergey Sergeevich Prokofiev","17 March 1923""","Box: 1; Folder: 1923, March","Binder IV, page 46",17 March 1923,exact,"Vice President of ""Comite de Secours Immediats aux Refugies Civils de Russie",not_stated,171 Ch de Vleugrat,Brussels,,"171 Ch de Vleugrat, Brussels",Sergey Sergeevich Prokofiev,not_stated,Paris,France,,Paris,original,letter,typed,French,2.34144,48.85721
2189,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 21 March 1923","Box: 1; Folder: 1923, March","Binder IV, page 103",21 March 1923,exact,Ephraim Gottlieb,not_stated,"39 South La Salle Street, Suite 418-24",Chicago,,"39 South La Salle Street, Suite 418-24, Chicago",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,11.09309,47.5688
2195,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 March 1923","Box: 1; Folder: 1923, March","Binder IV, page 110",23 March 1923,exact,Clerical assistant,not_stated,Los Madrazo 14,Madrid,,"Los Madrazo 14, Madrid",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,letter,typed,French,,11.09309,47.5688
2197,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 24 March 1923","Box: 1; Folder: 1923, March","Binder IV, page 112",24 March 1923,exact,Jacques Hébertot,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,telegram,handwritten,French,,11.09309,47.5688
2199,"Mr Zingel to Sergey Sergeevich Prokofiev, 24 March 1923","Box: 1; Folder: 1923, March","Binder IV, page 115",24 March 1923,exact,Mr Zingel,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,11.09309,47.5688
